BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AT PRESENT,BLOCK,LOT,EASE-MENT,BUILDING CLASS AT PRESENT,ADDRESS,APARTMENT NUMBER,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,SALE PRICE,Id
1,ALPHABET CITY,09 COOPS - WALKUP APARTMENTS               ,2,404,10, ,C6,"512 EAST 11TH STREET, 5C", ,10009,0,0,0, -  , -  ,1929,335000,63
1,UPPER WEST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS             ,2,1183,37, ,D4,"310 WEST 72ND STREET, 11G", ,10023,0,0,0, -  , -  ,1925,610950,15481
4,CORONA,07 RENTALS - WALKUP APARTMENTS             ,2A,1931,22, ,C3,51-20 101 STREET, ,11368,4,0,4,2500,2820,1931,660000,53845
3,BENSONHURST,03 THREE FAMILY DWELLINGS                  ,1,6312,74, ,C0,1641 84TH STREET, ,11214,3,0,3,900,1200,1935,860000,28276
2,WILLIAMSBRIDGE,03 THREE FAMILY DWELLINGS                  ,1,4864,27, ,C0,945 EAST 228 STREET, ,10466,3,0,3,2325,2200,1955,520000,25164
1,CLINTON,13 CONDOS - ELEVATOR APARTMENTS            ,2,1077,1001, ,R4,540 WEST 49TH   STREET,CY6N,10019,1,0,1, -  , -  ,2013,10,1714
1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1580,32, ,D4,"538 EAST 84TH STREET, 1A", ,10028,0,0,0, -  , -  ,1910,515000,14293
1,MURRAY HILL,10 COOPS - ELEVATOR APARTMENTS             ,2,913,28, ,D4,"251 EAST 32ND STREET, 3D", ,10016,0,0,0, -  , -  ,1964,545000,10124
1,GREENWICH VILLAGE-WEST,10 COOPS - ELEVATOR APARTMENTS             ,2,592,66, ,D4,"136 WAVERLY PLACE, 14E", ,10014,0,0,0, -  , -  ,1929,1515000,4340
3,BEDFORD STUYVESANT,02 TWO FAMILY DWELLINGS                    ,1,1780,78, ,B2,175 KOSCIUSKO STREET, ,11216,2,0,2,1034,1875,1910,726000,26802
3,BOROUGH PARK,02 TWO FAMILY DWELLINGS                    ,1,5480,59, ,B3,1853 54TH   STREET, ,11204,2,0,2,2204,1036,1920,830000,29113
3,EAST NEW YORK,02 TWO FAMILY DWELLINGS                    ,1,4316,54, ,B2,719 ESSEX STREET, ,11208,2,0,2,2333,1512,1925,515000,36696
2,WOODLAWN,10 COOPS - ELEVATOR APARTMENTS             ,2,3398,44, ,D4,"4380 VIREO AVENUE, L-12", ,10470,0,0,0,0,0,1958,155000,25343
4,GLEN OAKS,09 COOPS - WALKUP APARTMENTS               ,2,8440,1, ,C6,"73-13 255TH STREET, 72B10", ,11004,0,0,0, -  , -  ,1948,240000,61352
4,SO. JAMAICA-BAISLEY PARK,01 ONE FAMILY DWELLINGS                    ,1,12253,18, ,A2,16124 121ST AVENUE, ,11434,1,0,1,4000,1358,1930,330000,71982
1,UPPER WEST SIDE (59-79),13 CONDOS - ELEVATOR APARTMENTS            ,2,1125,1252, ,R4,27 WEST 72ND   STREET,507,10023,1,0,1, -  , -  ,1924,1950000,15681
3,FLATBUSH-EAST,01 ONE FAMILY DWELLINGS                    ,1,7616,125, ,A5,1213 EAST 34TH   STREET, ,11210,1,0,1,2100,1922,1925,270000,37924
5,DONGAN HILLS,14 RENTALS - 4-10 UNIT                     ,2A,3301,62, ,S5,87-89 CROMWELL AVENUE, ,10304,5,1,6,10650,4620,1920,455000,77573
1,UPPER WEST SIDE (59-79),17 CONDO COOPS                             ,2,1179,1308, ,R9,"205 WEST END AVENUE, 15P", ,10023,0,0,0, -  , -  ,1962,1580000,16406
1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1542,19, ,D4,"340 EAST 80TH STREET, 10G", ,10075,0,0,0, -  , -  ,1961,766000,14065
3,CANARSIE,02 TWO FAMILY DWELLINGS                    ,1,8289,31, ,B2,105-64 AVENUE M, ,11236,2,0,2,5000,2392,1960,665000,32668
2,MORRISANIA/LONGWOOD,31 COMMERCIAL VACANT LAND                  ,4,2361,25, ,V9,EAST 153 STREET, ,0,0,0,0,22756,0,0,1,21621
5,WESTERLEIGH,01 ONE FAMILY DWELLINGS                    ,1,480,21, ,A2,343 BRYSON AVENUE, ,10314,1,0,1,4000,1092,1955,450000,84009
4,FLUSHING-SOUTH,01 ONE FAMILY DWELLINGS                    ,1,6602,4, ,A1,137-08 72ND   ROAD, ,11367,1,0,1,4000,1432,1950,1300000,59189
5,WESTERLEIGH,01 ONE FAMILY DWELLINGS                    ,1,452,9, ,A1,245 LIVERMORE AVENUE, ,10314,1,0,1,3400,1240,1930,575000,83961
3,PROSPECT HEIGHTS,13 CONDOS - ELEVATOR APARTMENTS            ,2,1129,1170, ,R4,550 VANDERBILT AVENUE,803,11238,1,0,1,0,0,2015,888030,45587
4,HILLCREST,13 CONDOS - ELEVATOR APARTMENTS            ,2,6713,1022, ,R4,150-38 UNION TURNPIKE,2J,11367,1,0,1, -  , -  ,1973,425000,62251
4,CORONA,13 CONDOS - ELEVATOR APARTMENTS            ,2,1605,1015, ,R4,40-48 97TH   STREET,4C,11368,1,0,1, -  , -  ,2010,380250,53970
3,DYKER HEIGHTS,03 THREE FAMILY DWELLINGS                  ,1,6199,33, ,C0,1266 73RD STREET, ,11228,3,0,3,2000,2260,1915,950000,36130
3,BENSONHURST,02 TWO FAMILY DWELLINGS                    ,1,6345,13, ,B1,1916 85TH STREET, ,11214,2,0,2,2500,2360,1920,1418000,28201
4,MASPETH,03 THREE FAMILY DWELLINGS                  ,1,2708,34, ,C0,61-54 55TH   DRIVE, ,11378,3,0,3,2500,3276,1930,1211196,67003
1,UPPER WEST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1238,1278, ,R4,215 WEST 90TH   STREET,12-D,10024,1,0,1, -  , -  ,0,2600000,17390
4,ROSEDALE,01 ONE FAMILY DWELLINGS                    ,1,13684,94, ,A2,259-54 147TH   DRIVE, ,11422,1,0,1,3760,988,1960,375000,71431
2,RIVERDALE,10 COOPS - ELEVATOR APARTMENTS             ,2,5912,1, ,D4,"4705 HENRY HUDSON PARKWAY, 1L", ,10471,0,0,0,0,0,1961,181000,23100
1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1520,41, ,D4,"166 EAST 92ND STREET, 1D", ,10128,0,0,0, -  , -  ,1941,400000,13924
1,KIPS BAY,13 CONDOS - ELEVATOR APARTMENTS            ,2,943,1675, ,R4,330 EAST 38TH STREET,46I,10016,1,0,1, -  , -  ,0,1182500,6571
4,DOUGLASTON,01 ONE FAMILY DWELLINGS                    ,1,8208,14, ,A2,246-28 CAMBRIA AVENUE, ,11362,1,0,1,4200,805,1955,770000,54143
4,FOREST HILLS,10 COOPS - ELEVATOR APARTMENTS             ,2,3236,35, ,D4,"70-25 YELLOWSTONE BOULEVAR, 21C", ,11375,0,0,0, -  , -  ,1965,708000,60869
2,PARKCHESTER,02 TWO FAMILY DWELLINGS                    ,1,4020,24, ,B2,1717 TAYLOR AVENUE, ,10460,2,0,2,2375,2916,1910,560000,21905
4,FLUSHING-NORTH,10 COOPS - ELEVATOR APARTMENTS             ,2,5136,37, ,D4,"4242 COLDEN STREET, D9", ,11355,0,0,0, -  , -  ,1962,420000,57646
3,PARK SLOPE,15 CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,958,1304, ,R1,559 CARROLL STREET,4,11215,1,0,1,0,0,2013,2438708,44992
3,CLINTON HILL,13 CONDOS - ELEVATOR APARTMENTS            ,2,2011,1145, ,R4,500 WAVERLY AVENUE,6J,11238,1,0,1,0,0,2015,858893,33418
3,DYKER HEIGHTS,02 TWO FAMILY DWELLINGS                    ,1,5902,35, ,B1,7106 10TH AVENUE, ,11228,2,0,2,1600,2820,1910,1044254,36002
4,HOWARD BEACH,10 COOPS - ELEVATOR APARTMENTS             ,2,11431,15, ,D4,"85-10 151ST   AVENUE, 3H", ,11414,0,0,0, -  , -  ,1966,115000,63389
5,GREAT KILLS,01 ONE FAMILY DWELLINGS                    ,1,5479,87, ,A5,40 ABINGDON COURT, ,10308,1,0,1,1734,1200,1989,410000,78714
3,BENSONHURST,13 CONDOS - ELEVATOR APARTMENTS            , ,6241,1110, , ,7608 BAY PARKWAY, ,11214,0,0,0,0,0,0,600767,28412
2,WILLIAMSBRIDGE,02 TWO FAMILY DWELLINGS                    ,1,4867,24, ,B1,949 EAST 231 STREET, ,10466,2,0,2,4106,2706,1930,567512,25083
5,PORT RICHMOND,02 TWO FAMILY DWELLINGS                    ,1,1116,104, ,B2,26 RIVERSIDE LANE, ,10302,2,0,2,3713,2059,2014,481548,81768
1,LOWER EAST SIDE,16 CONDOS - 2-10 UNIT WITH COMMERCIAL UNIT ,2C,427,1001, ,R8,259 BOWERY,1,10002,0,1,1, -  , -  ,0,5500000,7000
4,FAR ROCKAWAY,01 ONE FAMILY DWELLINGS                    ,1,15616,9, ,A2,320 BEACH 12TH STREET, ,11691,1,0,1,3600,1350,1935,100000,55457
3,SHEEPSHEAD BAY,02 TWO FAMILY DWELLINGS                    ,1,7422,401, ,B1,2401 EAST 23RD STREET, ,11235,2,0,2,2000,2280,1955,862888,46068
5,BULLS HEAD,01 ONE FAMILY DWELLINGS                    ,1,1610,40, ,A2,17 SELDIN AVENUE, ,10314,1,0,1,6110,1140,1945,465000,76769
4,CORONA,13 CONDOS - ELEVATOR APARTMENTS            ,2,1955,1028, ,R4,54-09 108 STREET,6D,11368,1,0,1, -  , -  ,0,216000,54001
3,WILLIAMSBURG-EAST,02 TWO FAMILY DWELLINGS                    ,1,2919,22, ,S2,244 DEVOE STREET, ,11211,2,1,3,2500,2640,1910,1775000,47878
4,FLUSHING-NORTH,17 CONDO COOPS                             ,2,5186,1002, ,R9,"43-55 KISSENA BLVD, 4B", ,11355,0,0,0, -  , -  ,1938,430000,58771
1,GREENWICH VILLAGE-WEST,02 TWO FAMILY DWELLINGS                    ,1,621,74, ,B3,77 CHARLES STREET, ,10014,2,0,2,1905,3600,1905,15000000,4186
1,UPPER EAST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS             ,2,1443,1, ,D4,"315 EAST 68TH STREET, 11P", ,10065,0,0,0, -  , -  ,1931,875000,12436
1,UPPER EAST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS             ,2,1397,69, ,D4,"571 PARK AVENUE, 505", ,10065,0,0,0, -  , -  ,1927,700000,12043
1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS            ,2,33,1048, ,R4,101 WALL STREET,20A,10005,1,0,1, -  , -  ,1931,1649565,2439
4,HOLLIS,01 ONE FAMILY DWELLINGS                    ,1,10867,56, ,A1,100-23 200TH STREET, ,11423,1,0,1,4000,1474,1925,485000,62531
1,INWOOD,10 COOPS - ELEVATOR APARTMENTS             ,2,2250,14, ,D4,"585 WEST 214TH STREET, 1C", ,10034,0,0,0, -  , -  ,1937,545773,6260
4,COLLEGE POINT,03 THREE FAMILY DWELLINGS                  ,1,4007,83, ,C0,11-15 129TH STREET, ,11356,3,0,3,3500,3300,1960,717500,53247
4,BAYSIDE,09 COOPS - WALKUP APARTMENTS               ,2,5863,60, ,C6,"15-06 212TH STREET, 207", ,11360,0,0,0, -  , -  ,1957,210000,51634
3,GREENPOINT,02 TWO FAMILY DWELLINGS                    ,1,2653,48, ,B9,26 JEWEL STREET, ,11222,2,0,2,1197,2000,1910,1200000,40668
2,PELHAM GARDENS,21 OFFICE BUILDINGS                        ,4,4393,1, ,O5,2300 EASTCHESTER ROAD, ,10469,0,9,9,28918,22520,1940,5100000,22409
1,CHELSEA,09 COOPS - WALKUP APARTMENTS               ,2,719,36, ,C6,"405 WEST 21ST STREET, 3F", ,10011,0,0,0, -  , -  ,1900,550000,244
4,FLUSHING-SOUTH,01 ONE FAMILY DWELLINGS                    ,1,6708,49, ,A5,150-28 77TH AVENUE, ,11367,1,0,1,1800,1224,1945,655000,59257
4,ST. ALBANS,01 ONE FAMILY DWELLINGS                    ,1,10293,9, ,A1,176-20 SAYRES AVENUE, ,11433,1,0,1,3500,1156,1955,261250,73952
2,CITY ISLAND,06 TAX CLASS 1 - OTHER                     ,1,5643,31, ,G0,271 MINNIEFORD AVENUE, ,0,0,0,0,4913,0,1950,25000,19702
3,GRAVESEND,10 COOPS - ELEVATOR APARTMENTS             ,2,6933,55, ,D4,"1935 SHORE PARKWAY, 13B", ,11214,0,0,0,0,0,1963,215000,40438
3,EAST NEW YORK,13 CONDOS - ELEVATOR APARTMENTS            ,2,4423,1211, ,R4,12399 FLATLANDS AVENUE,13 2B,11207,1,0,1,0,0,0,225000,37079
1,MURRAY HILL,10 COOPS - ELEVATOR APARTMENTS             ,2,867,57, ,D4,"244 MADISON AVENUE, 14J", ,10016,0,0,0, -  , -  ,1916,560500,9941
4,FLUSHING-NORTH,13 CONDOS - ELEVATOR APARTMENTS            ,2,5066,1822, ,R4,131-05 40TH   ROAD,16P,11354,1,0,1, -  , -  ,2015,800077,58386
3,CROWN HEIGHTS,13 CONDOS - ELEVATOR APARTMENTS            ,2,1181,1126, ,R4,225 EASTERN PARKWAY,3 J,11238,1,0,1,0,0,0,1425550,34652
2,WILLIAMSBRIDGE,01 ONE FAMILY DWELLINGS                    ,1,4692,27, ,A1,929 EAST 221ST STREET, ,10469,1,0,1,1988,1331,1935,270000,24865
2,RIVERDALE,10 COOPS - ELEVATOR APARTMENTS             ,2,5800,1, ,D4,"3616 HENRY HUDSON PARKWAY, 3DS", ,10463,0,0,0,0,0,1954,379000,22993
4,ELMHURST,03 THREE FAMILY DWELLINGS                  ,1,1838,78, ,C0,87-21 JUSTICE AVENUE, ,11373,3,0,3,1167,2112,2001,1510000,54947
4,BELLE HARBOR,01 ONE FAMILY DWELLINGS                    ,1,16237,92, ,A1,182 BEACH 128 STREET, ,11694,1,0,1,4000,2586,1930,800000,52178
3,CONEY ISLAND,01 ONE FAMILY DWELLINGS                    ,1,7012,34, ,A5,2844 WEST 27TH   STREET, ,11224,1,0,1,1652,1344,1989,480000,33739
3,CANARSIE,02 TWO FAMILY DWELLINGS                    ,1,8054,45, ,B2,1114 EAST 89TH STREET,3,11236,2,0,2,3150,3139,1960,50000,32403
5,WEST NEW BRIGHTON,01 ONE FAMILY DWELLINGS                    ,1,217,27, ,A1,110 SENECA STREET, ,10310,1,0,1,5513,1612,1899,410000,83703
4,FOREST HILLS,10 COOPS - ELEVATOR APARTMENTS             ,2,3292,36, ,D4,"110-07 73RD ROAD, 2J", ,11375,0,0,0, -  , -  ,1933,180000,60935
5,WESTERLEIGH,01 ONE FAMILY DWELLINGS                    ,1,1465,23, ,A0,117 COLLFIELD AVENUE, ,10302,1,0,1,4560,869,1945,540000,84042
4,DOUGLASTON,01 ONE FAMILY DWELLINGS                    ,1,8209,18, ,A1,246-40 VAN ZANDT AVENUE, ,11362,1,0,1,5000,1680,1960,851000,54145
4,BAYSIDE,09 COOPS - WALKUP APARTMENTS               ,2,5863,60, ,C6,"16-06 212TH STREET, 282", ,11360,0,0,0, -  , -  ,1957,340000,51636
4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10686,23, ,A0,217-10 SPENCER AVENUE, ,11427,1,0,1,4000,1243,1940,580000,68770
3,BOROUGH PARK,04 TAX CLASS 1 CONDOS                      ,1C,5515,1002, ,R6,2174 59TH   STREET,2,11204,1,0,1,0,0,2013,789143,29640
4,JACKSON HEIGHTS,02 TWO FAMILY DWELLINGS                    ,1,1152,25, ,B1,31-32 82ND STREET, ,11370,2,0,2,2400,3336,1925,1075000,63717
3,FLATBUSH-NORTH,01 ONE FAMILY DWELLINGS                    ,1,4848,16, ,A5,726 TROY AVENUE, ,11203,1,0,1,2100,2050,1945,460000,38786
5,PORT RICHMOND,01 ONE FAMILY DWELLINGS                    ,1,1103,21, ,A1,12 LA FORGE AVENUE, ,10302,1,0,1,2500,1547,1915,345000,81666
1,GREENWICH VILLAGE-CENTRAL,10 COOPS - ELEVATOR APARTMENTS             ,2,568,6, ,D4,"41 FIFTH AVENUE, 2A", ,10003,0,0,0, -  , -  ,1924,2075000,3804
2,MELROSE/CONCOURSE,01 ONE FAMILY DWELLINGS                    ,1,2782,125, ,A5,1345 CLAY AVENUE, ,10456,1,0,1,1320,2064,1901,15000,20776
4,GLEN OAKS,10 COOPS - ELEVATOR APARTMENTS             ,2,8489,1, ,D4,"269 GRAND CENTRAL PKWY, 25V", ,11005,0,0,0, -  , -  ,1972,1080000,61572
3,BAY RIDGE,10 COOPS - ELEVATOR APARTMENTS             ,2,6133,25, ,D4,"9902 3 AVENUE, 3-O", ,11209,0,0,0,0,0,1954,289000,26379
3,BEDFORD STUYVESANT,02 TWO FAMILY DWELLINGS                    ,1,1682,34, ,B3,408 DECATUR STREET, ,11233,2,0,2,2000,2280,1899,1350000,26728
3,EAST NEW YORK,02 TWO FAMILY DWELLINGS                    ,1,4178,16, ,B3,383 ELDERTS LANE, ,11208,2,0,2,2368,1616,1910,339690,36563
3,OLD MILL BASIN,01 ONE FAMILY DWELLINGS                    ,1,8490,19, ,A5,2313 UTICA AVENUE, ,11234,1,0,1,1600,1320,1940,1,44240
4,SOUTH JAMAICA,02 TWO FAMILY DWELLINGS                    ,1,11938,57, ,B3,145-15 ARLINGTON TERRACE, ,11435,2,0,2,4000,2200,1930,810589,72680
1,GRAMERCY,10 COOPS - ELEVATOR APARTMENTS             ,2,877,74, ,D4,"4 LEXINGTON AVENUE, 5D", ,10010,0,0,0, -  , -  ,1931,1125000,3190
3,EAST NEW YORK,02 TWO FAMILY DWELLINGS                    ,1,3758,20, ,B3,325 WYONA STREET, ,11207,2,0,2,1800,2268,1901,485000,36369
2,HIGHBRIDGE/MORRIS HEIGHTS,29 COMMERCIAL GARAGES                      ,4,2509,55, ,G7,48 WEST 167 STREET, ,10452,0,0,0,1440,0,0,6000,20337
4,FLUSHING-NORTH,12 CONDOS - WALKUP APARTMENTS              ,2,5102,1006, ,R2,132-48 MAPLE AVENUE,A2R,11355,1,0,1, -  , -  ,0,300000,57788
5,ROSSVILLE,02 TWO FAMILY DWELLINGS                    ,1,7040,126, ,B9,44 MILLENNIUM LOOP, ,10309,2,0,2,4712,1520,1999,531000,82433
2,HIGHBRIDGE/MORRIS HEIGHTS,10 COOPS - ELEVATOR APARTMENTS             ,2,2508,26, ,D4,"1045 ANDERSON AVENUE, 6H", ,10452,0,0,0,0,0,1931,50000,20318
5,ELTINGVILLE,02 TWO FAMILY DWELLINGS                    ,1,5677,62, ,B2,76 ALEXANDER AVENUE, ,10312,2,0,2,2376,900,1988,476000,77958
4,OAKLAND GARDENS,10 COOPS - ELEVATOR APARTMENTS             ,2,7732,2, ,D4,"213-08 73RD AVENUE, 5M", ,11364,0,0,0, -  , -  ,1952,169000,67939
3,FLATBUSH-CENTRAL,07 RENTALS - WALKUP APARTMENTS             ,2B,5137,44, ,C1,163 VERONICA PLACE, ,11226,8,0,8,2504,6350,2013,1212500,37471
4,FLUSHING-SOUTH,09 COOPS - WALKUP APARTMENTS               ,2,6630,15, ,C6,"141-29 78 AVE, 2B", ,11367,0,0,0, -  , -  ,1949,178000,59773
3,GRAVESEND,03 THREE FAMILY DWELLINGS                  ,1,7170,131, ,C0,2502 MCDONALD AVENUE,4,11223,3,0,3,1825,2080,1930,720000,40312
5,ELTINGVILLE,01 ONE FAMILY DWELLINGS                    ,1,5654,88, ,A5,15 LADD AVENUE, ,10312,1,0,1,1792,1204,2001,348900,77820
1,UPPER EAST SIDE (59-79),17 CONDO COOPS                             ,2,1448,1002, ,R9,"340 EAST 74TH   STREET, 4F", ,10021,0,0,0, -  , -  ,1957,899900,13311
1,GREENWICH VILLAGE-WEST,27 FACTORIES                               ,4,601,72, ,F5,39 CLARKSON STREET, ,10014,0,1,1,5010,29967,1920,29163200,4787
2,FORDHAM,02 TWO FAMILY DWELLINGS                    ,1,3187,36, ,B9,2351 WALTON AVENUE, ,10468,2,0,2,4750,3024,1920,950000,20175
3,CYPRESS HILLS,01 ONE FAMILY DWELLINGS                    ,1,3671,41, ,S1,2675 ATLANTIC AVENUE, ,11207,1,1,2,2800,3000,1920,937500,34780
1,UPPER WEST SIDE (96-116),10 COOPS - ELEVATOR APARTMENTS             ,2,1892,32, ,D4,"345 RIVERSIDE DRIVE, 1E", ,10025,0,0,0, -  , -  ,1951,655000,17689
3,WILLIAMSBURG-NORTH,13 CONDOS - ELEVATOR APARTMENTS            , ,2348,1114, , ,184 KENT AVENUE, ,0,0,0,0,0,0,0,850000,48469
1,SOHO,10 COOPS - ELEVATOR APARTMENTS             ,2,519,51, ,D4,"11 CHARLTON STREET, 3D", ,10014,0,0,0, -  , -  ,1910,880000,10686
4,SUNNYSIDE,17 CONDO COOPS                             ,2,161,1002, ,R9,"43-42 45TH STREET, 3O", ,11104,0,0,0, -  , -  ,1936,307000,74801
1,CLINTON,09 COOPS - WALKUP APARTMENTS               ,2C,1058,114, ,C6,"433 WEST 48TH STREET, 1W", ,10036,0,0,0, -  , -  ,1910,321000,1484
5,WOODROW,02 TWO FAMILY DWELLINGS                    ,1,7020,398, ,B2,72 DEXTER AVENUE, ,10309,2,0,2,5260,2600,2001,840000,84520
5,ARROCHAR-SHORE ACRES,01 ONE FAMILY DWELLINGS                    ,1,2832,129, ,A1,50 SCARBORO AVENUE, ,10305,1,0,1,3600,1667,1930,475000,76660
2,KINGSBRIDGE/JEROME PARK,10 COOPS - ELEVATOR APARTMENTS             ,2,5778,879, ,D4,"3875 WALDO AVENUE, 11-K", ,10463,0,0,0,0,0,1931,237000,20731
3,BEDFORD STUYVESANT,12 CONDOS - WALKUP APARTMENTS              ,2,1781,1011, ,R2,796 DEKALB AVE,2A,11221,1,0,1,0,0,2006,120000,27489
4,JACKSON HEIGHTS,10 COOPS - ELEVATOR APARTMENTS             ,2,1265,52, ,D4,"34-41 78TH   STREET, 1H", ,11372,0,0,0, -  , -  ,1939,210000,64054
5,SUNNYSIDE,13 CONDOS - ELEVATOR APARTMENTS            ,2,610,1085, ,R4,850 HOWARD AVENUE,1H,10301,1,0,1, -  , -  ,1981,365000,83129
3,PARK SLOPE,09 COOPS - WALKUP APARTMENTS               ,2C,957,50, ,C6,"799 PRESIDENT STREET, 3", ,11215,0,0,0,0,0,1912,680000,44642
1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS            ,2,25,1669, ,R4,15 WILLIAM STREET,40B,10005,1,0,1, -  , -  ,2005,1365000,2338
1,UPPER WEST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1246,36, ,D4,"515 WEST END AVENUE, 5D", ,10024,0,0,0, -  , -  ,1926,742500,16968
3,WILLIAMSBURG-NORTH,02 TWO FAMILY DWELLINGS                    ,1,2312,30, ,B2,185 NORTH 8TH   STREET, ,11211,2,0,2,2500,2872,1910,2500000,48270
4,FOREST HILLS,01 ONE FAMILY DWELLINGS                    ,1,3339,70, ,A5,111-17 76TH   AVENUE, ,11375,1,0,1,1708,2035,1930,1180000,60243
4,ASTORIA,03 THREE FAMILY DWELLINGS                  ,1,615,72, ,C0,30-96 32ND   STREET, ,11102,3,0,3,1750,2488,1955,1375000,50037
1,GREENWICH VILLAGE-CENTRAL,10 COOPS - ELEVATOR APARTMENTS             ,2,551,1, ,D4,"2 FIFTH AVENUE, HALL", ,10011,0,0,0, -  , -  ,1952,50000,3676
1,HARLEM-UPPER,09 COOPS - WALKUP APARTMENTS               ,2,2084,61, ,C6,"550 WEST 153 STREET, 34", ,10031,0,0,0, -  , -  ,1900,200000,6065
1,TRIBECA,13 CONDOS - ELEVATOR APARTMENTS            ,2,222,1253, ,R4,443 GREENWICH STREET,PHH,10013,1,0,1, -  , -  ,1905,43991454,11589
1,HARLEM-CENTRAL,12 CONDOS - WALKUP APARTMENTS              ,2,1960,1110, ,R2,2549 FREDERICK DOUGLASS B,2549D,10030,1,0,1, -  , -  ,0,766000,5140
4,CORONA,04 TAX CLASS 1 CONDOS                      ,1A,1991,1022, ,R3,104-04 47TH   AVENUE,3K,11368,1,0,1, -  , -  ,2009,350000,53801
1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1519,46, ,D4,"160 EAST 91ST STREET, 3J", ,10128,0,0,0, -  , -  ,1941,335000,13912
3,CONEY ISLAND,10 COOPS - ELEVATOR APARTMENTS             ,2,7273,25, ,D4,"2928 WEST 5 STREET, 2H", ,11224,0,0,0,0,0,1964,320000,33790
1,SOHO,13 CONDOS - ELEVATOR APARTMENTS            ,2,228,1217, ,R4,311 WEST BROADWAY,4G,10013,1,0,1, -  , -  ,2007,2700000,10696
1,MANHATTAN VALLEY,07 RENTALS - WALKUP APARTMENTS             ,2,1847,61, ,C4,302 WEST 114 STREET, ,10026,20,0,20,2624,8915,1900,7150000,7060
2,BRONXDALE,02 TWO FAMILY DWELLINGS                    ,1,4575,31, ,B1,938 BURKE AVENUE, ,10469,2,0,2,1967,2375,1950,415000,19248
1,MIDTOWN EAST,13 CONDOS - ELEVATOR APARTMENTS            ,2,1341,1239, ,R4,321 EAST 48TH   STREET,4K,10017,1,0,1, -  , -  ,1962,560066,8456
4,EAST ELMHURST,03 THREE FAMILY DWELLINGS                  ,1,1687,32, ,C0,31-52 102 STREET, ,11369,3,0,3,2500,2837,1910,995000,54557
1,MURRAY HILL,10 COOPS - ELEVATOR APARTMENTS             ,2,910,14, ,D4,"229 EAST 29TH STREET, 4F", ,10016,0,0,0, -  , -  ,1940,678000,10120
4,REGO PARK,02 TWO FAMILY DWELLINGS                    ,1,3143,50, ,B1,85-106 66TH AVENUE, ,11374,2,0,2,1992,2042,2002,945000,69347
3,SHEEPSHEAD BAY,10 COOPS - ELEVATOR APARTMENTS             ,2,8806,150, ,D4,"3080 VOORHIES AVENUE, 1M", ,11235,0,0,0,0,0,1966,115000,46524
1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS             ,2,792,33, ,D0,"575 SIXTH AVENUE, COM", ,10011,0,0,0, -  , -  ,1900,6000000,460
1,ROOSEVELT ISLAND,10 COOPS - ELEVATOR APARTMENTS             ,2,1373,1, ,D4,40 RIVER ROAD, ,10044,0,0,0, -  , -  ,1975,4127983,10503
3,CLINTON HILL,01 ONE FAMILY DWELLINGS                    ,1,1961,16, ,A4,425 CLINTON AVENUE, ,11238,1,0,1,2483,4910,1899,60000,33112
4,FLORAL PARK,01 ONE FAMILY DWELLINGS                    ,1,8722,235, ,A2,80-03 266TH STREET, ,11004,1,0,1,4000,989,1950,585000,55868
3,SHEEPSHEAD BAY,01 ONE FAMILY DWELLINGS                    ,1,8793,123, ,A2,16 HITCHINGS AVENUE, ,11235,1,0,1,1690,868,1920,110000,45937
5,NEW SPRINGVILLE,02 TWO FAMILY DWELLINGS                    ,1,2368,144, ,B2,795 KLONDIKE AVENUE, ,10314,2,0,2,6480,2784,1970,900000,80936
3,DOWNTOWN-FULTON MALL,29 COMMERCIAL GARAGES                      ,4,146,41, ,G6,ALBEE SQUARE, ,11201,0,0,0,2189,0,0,464503,35694
1,ALPHABET CITY,09 COOPS - WALKUP APARTMENTS               ,2,397,25, ,C6,"185 EAST 2ND STREET, 2B", ,10009,0,0,0, -  , -  ,1915,415000,53
5,MANOR HEIGHTS,01 ONE FAMILY DWELLINGS                    ,1,754,44, ,A2,300 ELVIN STREET, ,10314,1,0,1,6237,1330,1965,715000,79410
2,KINGSBRIDGE/JEROME PARK,13 CONDOS - ELEVATOR APARTMENTS            ,2,5764,1012, ,R4,460 WEST 236 STREET,4A,10463,1,0,1,0,0,2005,308930,20739
